| People and Society | GUYANA |
| --- | --- |
| Population: | 737,718 |
| Population: | note: estimates for this country explicitly take into account the effects of excess mortality due to AIDS; this can result in lower life expectancy, higher infant mortality, higher death rates, lower population growth rates, and changes in the distribution of population by age and sex than would otherwise be expected (July 2017 est.) |
| Nationality: | noun: Guyanese (singular and plural) |
| Nationality: | adjective: Guyanese |
| Ethnic groups: | East Indian 39.8%, black (African) 29.3%, mixed 19.9%, Amerindian 10.5%, other 0.5% (includes Portuguese, Chinese, white) (2012 est.) |
| Languages: | English (official), Guyanese Creole, Amerindian languages (including Caribbean and Arawak languages), Indian languages (including Caribbean Hindustani, a dialect of Hindi), Chinese (2014 est.) |
| Religions: | Protestant 34.8% (Pentecostal 22.8%, Seventh Day Adventist 5.4%, Anglican 5.2%, Methodist 1.4%), Hindu 24.8%, Roman Catholic 7.1%, Muslim 6.8%, Jehovah's Witness 1.3%, Rastafarian 0.5%, other Christian 20.8%, other 0.9%, none 3.1% (2012 est.) |
| Demographic profile: | Guyana is the only English-speaking country in South America and shares cultural and historical bonds with the Anglophone Caribbean. Guyana's two largest ethnic groups are the Afro-Guyanese (descendants of African slaves) and the Indo-Guyanese (descendants of Indian indentured laborers), which together comprise about three quarters of Guyana's population. Tensions periodically have boiled over between the two groups, which back ethnically based political parties and vote along ethnic lines. Poverty reduction has stagnated since the late 1990s. About one-third of the Guyanese population lives below the poverty line; indigenous people are disproportionately affected. Although Guyana's literacy rate is reported to be among the highest in the Western Hemisphere, the level of functional literacy is considerably lower, which has been attributed to poor education quality, teacher training, and infrastructure. |
| Demographic profile: | Guyana's emigration rate is among the highest in the world - more than 55% of its citizens reside abroad - and it is one of the largest recipients of remittances relative to GDP among Latin American and Caribbean counties. Although remittances are a vital source of income for most citizens, the pervasive emigration of skilled workers deprives Guyana of professionals in healthcare and other key sectors. More than 80% of Guyanese nationals with tertiary level educations have emigrated. Brain drain and the concentration of limited medical resources in Georgetown hamper Guyana's ability to meet the health needs of its predominantly rural population. Guyana has one of the highest HIV prevalence rates in the region and continues to rely on international support for its HIV treatment and prevention programs. |
| Age structure: | 0-14 years: 26.22% (male 98,506/female 94,949) |
| Age structure: | 15-24 years: 21.56% (male 81,487/female 77,567) |
| Age structure: | 25-54 years: 38.1% (male 146,915/female 134,145) |
| Age structure: | 55-64 years: 8.03% (male 26,924/female 32,345) |
| Age structure: | 65 years and over: 6.08% (male 18,421/female 26,459) (2017 est.) |
| Dependency ratios: | total dependency ratio: 53.5 |
| Dependency ratios: | youth dependency ratio: 45.8 |
| Dependency ratios: | elderly dependency ratio: 7.7 |
| Dependency ratios: | potential support ratio: 13.3 (2015 est.) |
| Median age: | total: 26.2 years |
| Median age: | male: 25.9 years |
| Median age: | female: 26.6 years (2017 est.) |
| Population growth rate: | 0.32% (2017 est.) |
| Birth rate: | 15.4 births/1,000 population (2017 est.) |
| Death rate: | 7.4 deaths/1,000 population (2017 est.) |
| Net migration rate: | -4.8 migrant(s)/1,000 population (2017 est.) |
| Population distribution: | population is heavily concentrated in the northeast in and around Georgetown, with noteable concentrations along the Berbice River to the east; the remainder of the country is sparsely populated |
| Urbanization: | urban population: 28.8% of total population (2017) |
| Urbanization: | rate of urbanization: 0.91% annual rate of change (2015-20 est.) |
| Major urban areas - population: | GEORGETOWN (capital) 124,000 (2014) |
| Sex ratio: | at birth: 1.05 male(s)/female |
| Sex ratio: | 0-14 years: 1.04 male(s)/female |
| Sex ratio: | 15-24 years: 1.05 male(s)/female |
| Sex ratio: | 25-54 years: 1.09 male(s)/female |
| Sex ratio: | 55-64 years: 0.82 male(s)/female |
| Sex ratio: | 65 years and over: 0.71 male(s)/female |
| Sex ratio: | total population: 1.02 male(s)/female (2016 est.) |
| Mother's mean age at first birth: | 20.8 years |
| Mother's mean age at first birth: | note: median age at first birth among women 25-29 (2009 est.) |
| Maternal mortality rate: | 229 deaths/100,000 live births (2015 est.) |
| Infant mortality rate: | total: 30.4 deaths/1,000 live births |
| Infant mortality rate: | male: 34.2 deaths/1,000 live births |
| Infant mortality rate: | female: 26.5 deaths/1,000 live births (2017 est.) |
